Title,URL,Price,Location,Image,Offer type,Rooms,Area,Price per m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/przytulny-segment-przy-wejsciu-do-lasu-kabackiego-ID4w9ix,,,,,N/A,N/A,N/A
Przytulny dom dla rodziny - bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/przytulny-dom-dla-rodziny-bezposrednio-ID4wrkD,2 800 000 zł,"ul. Uprawna, Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJ6ejU5a3J6dHVmZzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ZaNosSp5nB0tjOdwhRHiqHbSoP8XzKBs1xj4knLUwLI/image;s=655x491;q=80,Oferta prywatna,6 pokoi,166 m²,16 867 zł/m²
Luksusowy dom wolnostojący | Zawady | Jacuzzi,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/luksusowy-dom-wolnostojacy-zawady-jacuzzi-ID4wDHL,4 300 000 zł,"ul. Rosy, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImMxOWt6cG9kYm03aDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.RKRDCeaIBPpWyM80ow_xGqlBWDh5y-eyAC3JiP6bvBQ/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",5 pokoi,269 m²,15 985 zł/m²
"Gotowy do wprowadzenia, nowoczesna architektura.",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/gotowy-do-wprowadzenia-nowoczesna-architektura-ID4wDHH,3 860 000 zł,"Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNsaTBwNm0yOXJlbTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.bj3QDE2Uqm2xi5de07THHfVVd5xBQrnrh9WlcYQ-Q-I/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",5 pokoi,340 m²,11 353 zł/m²
✅Sprawdź>>>Okazja Dom z dużym potencjałem✅,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sprawdzokazja-dom-z-duzym-potencjalem-ID4tPZx,1 375 000 zł,"Górce, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imh2aHU4Y2UycXMwOTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.cpohAC3Caa454tzYWZ50i8veBwPJ-5AqmQ8UV9lxza4/image;s=655x491;q=80,"TUR NIERUCHOMOŚCI
Biuro nieruchomości",4 pokoje,172.28 m²,7981 zł/m²
wyjątkowa willa miejska na Mokotowie - BEZPOŚREDNI,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wyjatkowa-willa-miejska-na-mokotowie-bezposredni-ID4uLLj,3 600 000 zł,"ul. Potoki, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imo1aW1seXFxanl5cjMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.TtI3oV33itiS2vIB1zgF-6_H_tnATeQvVumJgFIP3C4/image;s=655x491;q=80,Oferta prywatna,4 pokoje,117 m²,30 769 zł/m²
Budynek produkcyjno-magazynowo-biurowy pow. 1260m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/budynek-produkcyjno-magazynowo-biurowy-pow-1260m2-ID4wDF9,9 900 000 zł,"Nadwiśle, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFtaGs4czEwMGxmYzItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.UmPwE8IvCrHEoRReKfG81HTep_D6e2xkbUyRJVL3BGQ/image;s=655x491;q=80,"AD.DRĄGOWSKI
Biuro nieruchomości",10+ pokoi,935 m²,10 588 zł/m²
1300 M2 Działka/Szybki Dojazd Do Centrum/4 Balkony,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/1300-m2-dzialka-szybki-dojazd-do-centrum-4-balkony-ID4uUGp,3 250 000 zł,"ul. Juranda ze Spychowa, Brzeziny, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFpOW9yOXlybmE4cjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.P8C-sP943_Hxla3EACkSKe5cw72TyA1h2Z0hbrxC_F4/image;s=655x491;q=80,"Nieruchomości Plus
Biuro nieruchomości",7 pokoi,300 m²,10 833 zł/m²
Dom w zabudowie szeregowej,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-w-zabudowie-szeregowej-ID4wCGR,1 450 000 zł,"ul. Ostródzka 38, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNucmZ3OWU5eXNnNjItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.0RgbB60dsSBX94zG25DL-q-fJffUbFCF53zr4bSjwgQ/image;s=655x491;q=80,"EK NIERUCHOMOŚCI
Biuro nieruchomości",5 pokoi,135.89 m²,10 670 zł/m²
Dom Ursynów Grabów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-ursynow-grabow-ID4rlq6,2 290 000 zł,"ul. Krasnowolska, Grabów, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxwN2hzY3k0d25rMTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.vuASWkQsZABHLB23fRK6HaKcfqMRVofPJMSfeJfScNM/image;s=655x491;q=80,"Metrohouse Czerniaków
Biuro nieruchomości",4 pokoje,190 m²,12 053 zł/m²
Wyjątkowy apartament z widokiem na jezioro w Warsz,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wyjatkowy-apartament-z-widokiem-na-jezioro-w-warsz-ID4saww,3 499 000 zł,"ul. Trombity 46, Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJlZG14cDZ0ZGp3OS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.xWG9GiveiJbsjBhePHAcuZltXCcI2eepJ_61GFkZZnU/image;s=655x491;q=80,Oferta prywatna,6 pokoi,210 m²,16 662 zł/m²
Miasteczko Powsin | Etap III | Dom D2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/miasteczko-powsin-etap-iii-dom-d2-ID4s6zc,1 299 000 zł,"ul. Wiechy, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtkYjE1MmhoYnplMDEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.KR_d6REj-ug8m7BgyeTzTkEO-r0JmROPRj6pDlnNNjk/image;s=655x491;q=80,"PFS2 Sp. z o.o.
Deweloper",6 pokoi,156.64 m²,8293 zł/m²
Dom wolnostojący Sadyba,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-wolnostojacy-sadyba-ID4wr5g,3 650 000 zł,"Sadyba, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRiNm54bmhpY29wdC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.BP5uhPrClVi4ojco9gZeraTEGOaJJkZA3o8ke-wxQMQ/image;s=655x491;q=80,"GP HOUSE
Biuro nieruchomości",6 pokoi,300 m²,12 167 zł/m²
Nowoczesne Bezczynszowe Segmenty Tarchomin,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesne-bezczynszowe-segmenty-tarchomin-ID4w7ow,1 210 000 zł,"ul. Józefa Mehoffera, Nowodwory, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im5ub2h6dTk0ZW4yai1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.NJClnuGrbuKQPk7pqnjzSHloFGKdcSkRUjN2Ct4Q8KY/image;s=655x491;q=80,"AM Agency
Biuro nieruchomości",5 pokoi,121.27 m²,9978 zł/m²
Ekskluzywna Rezydencja W Sercu Wilanowa,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/ekskluzywna-rezydencja-w-sercu-wilanowa-ID4tDLl,6 300 000 zł,"ul. Prymasa Augusta Hlonda, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBoYnpyamdpMXUwbTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.RcoPnM8pqsPuNTUHqSrM_oIfrTU3NyhfSPFcvDow3rg/image;s=655x491;q=80,"Randall Home
Biuro nieruchomości",5 pokoi,271.15 m²,23 234 zł/m²
DOMY szeregowe Grenlandzka -Białołęka,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/domy-szeregowe-grenlandzka-bialoleka-ID4uXnD,1 358 000 zł,"ul. Współczesna, Grodzisk, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVxd2FmOHczeW9yMy1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.sSCWQufilevXf-HIt4H0URXpQQ5lGiZVdEoIFgtWDwA/image;s=655x491;q=80,Oferta prywatna,5 pokoi,157.9 m²,8600 zł/m²
Inwestycyjny Gotowiec w Warszawie – Bemowo!,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/inwestycyjny-gotowiec-w-warszawie-bemowo-ID4wDw6,2 398 000 zł,"Boernerowo, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN5d3dpdnUxbzNoNTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.5sdN-N0zdqKKtofl4uB8z5f0HOJ7BPneTlotS9pFo8M/image;s=655x491;q=80,"Sadyba Metrohouse
Biuro nieruchomości",10+ pokoi,392 m²,6117 zł/m²
"Dom, 159m2, 5-pok. 2020r.",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-159m2-5-pok-2020r-ID4uoZW,2 100 000 zł,"ul. Sternicza, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImN5dmJtcmJkYmptZTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.49HLt2DHMFNwPIqPbAbVtEHeNuX927cnU5Rb0L9qyyo/image;s=655x491;q=80,Biuro nieruchomości,5 pokoi,159 m²,13 208 zł/m²
7-pokojowy dom 256m2 + ogródek Bez Pośredników,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/7-pokojowy-dom-256m2-ogrodek-bez-posrednikow-ID4umE2,4 270 000 zł,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjgyZDQ0cHpodnlobzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Uu34TTzS6D8i245-6hmQ6F0VxUT8-z7jteXzeRw6tjc/image;s=655x491;q=80,"Skanska
Deweloper",7 pokoi,256.59 m²,16 641 zł/m²
"Super Cena, Ciche, Dobra Lokalizacja",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/super-cena-ciche-dobra-lokalizacja-ID4uvT0,2 399 000 zł,"Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVvYXdqM2JpeHR1Ni1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.pC7mLt8uVLKr7SU6-A1NLhRCGk2834A0OcODXoGVkJY/image;s=655x491;q=80,"Eurovilla Wilanów Sp. z o.o.
Biuro nieruchomości",7 pokoi,240 m²,9996 zł/m²
REZERWACJA Nowoczesny Energooszcz. Dom z Ogrodem,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/rezerwacja-nowoczesny-energooszcz-dom-z-ogrodem-ID4uePg,1 850 000 zł,"ul. Baletowa, Jeziorki Południowe, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImF6NmpqOHFkbTdhbjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.CivL6z2IwizrHP7QLznUTYfGDkVXydTApOK6BAByLH0/image;s=655x491;q=80,"qualityliving.pl
Deweloper",5 pokoi,213 m²,8685 zł/m²
5-pokojowy dom 175m2 + ogródek Bez Prowizji,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/5-pokojowy-dom-175m2-ogrodek-bez-prowizji-ID4ua36,2 259 000 zł,"ul. Borowiecka, Nadwiśle, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImdhMG96bm9xcWwxNy1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.HHlz6ojiAybxqvLe7PoL2CQqe5mwBDrNVBXSouXN7-4/image;s=655x491;q=80,"High Capital
Deweloper",5 pokoi,175 m²,12 909 zł/m²
Dom Inwestycyjny Do Rozbudowy,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-inwestycyjny-do-rozbudowy-ID4wDq9,3 900 000 zł,"ul. Wróbla, Służew, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imw3MWh6eGpiYTJ4MjItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.zrvdZsXE_6jmw2AkLS_PD3S5JJx57SHvUff3wOzfhnQ/image;s=655x491;q=80,"Wilsons Nieruchomości Sp. z o.o.
Biuro nieruchomości",10 pokoi,348 m²,11 207 zł/m²
"Segment | 92,13 M2 | Ursynów - Natolin",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/segment-92-13-m2-ursynow-natolin-ID4wwNJ,1 750 000 zł,"Natolin, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZnbjU3enFrNnUzYzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.P1eNXEj2-9OSsoaPFoaEtzq_-Qzt2d_rE-qH7E2qqco/image;s=655x491;q=80,"Partner House Group
Biuro nieruchomości",3 pokoje,149.88 m²,11 676 zł/m²
"Dom Gotowy Do Zamieszkania, Ogród, Garaż",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-gotowy-do-zamieszkania-ogrod-garaz-ID4wek3,1 875 000 zł,"Nadwiśle, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjE3dTZueXgwcjJ3bTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.0-5UlKzYhd6fEgU7G7Hepj2j2KcLJ0SEFBqkADeu0jA/image;s=655x491;q=80,"Partner House Group
Biuro nieruchomości",5 pokoi,172 m²,10 901 zł/m²
"Bemowo, Unikatowy Segment Skrajny, 5 pokoi, 154 m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/bemowo-unikatowy-segment-skrajny-5-pokoi-154-m2-ID4w4Wl,2 900 000 zł,"Chrzanów, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhkeHdoc29wNWxidDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.84H6iI41UA7gaBM6hYBAkBVEQkBMDOn_FGKSMx0BV1Q/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",5 pokoi,154.19 m²,18 808 zł/m²
"NOWOCZESNY dom 215m2, 5 pokoi EXCLUSIVE",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-dom-215m2-5-pokoi-exclusive-ID4u5ps,3 490 000 zł,"Brzeziny, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJ0YmhsYndtaG45dy1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.uop8RcyCs3VrAYUNLpMfYmgSExW3WSbjrU56d4XuFCg/image;s=655x491;q=80,"BE HOME
Biuro nieruchomości",5 pokoi,215 m²,16 233 zł/m²
221 M2 Powierzchni Użytkowej Na Działce 1500 M2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/221-m2-powierzchni-uzytkowej-na-dzialce-1500-m2-ID4wDma,2 870 000 zł,"Łęgowa, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InA5NjBlYjZqNzNwdzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.a-O4OY0I8VfBcVUziaO_lo6PIZJrsS-YqtLQEwrslAw/image;s=655x491;q=80,"The Estate Warsaw
Biuro nieruchomości",6 pokoi,284.18 m²,10 099 zł/m²
221 M2 Powierzchni/ 6 Pokoi/ Działka 1500 M2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/221-m2-powierzchni-6-pokoi-dzialka-1500-m2-ID4wDm9,2 869 000 zł,"Łęgowa, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InR0ZWo5dm5kb3l2ZzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.kPzBuuF9ummiRJXtOqZnJPElLQlNUpoqUWSssWoFvAM/image;s=655x491;q=80,"The Estate Warsaw
Biuro nieruchomości",6 pokoi,284.18 m²,10 096 zł/m²
Dom Z Basenem Wilanow Zamknięte Osiedle,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-z-basenem-wilanow-zamkniete-osiedle-ID4sBVX,5 490 000 zł,"ul. Komfortowa, Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlsemR6eGlicDI1ZzMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.gSH6ygFw_tiMk7VYS2a0t7OFAhqkkSChDYf2TmDXFSc/image;s=655x491;q=80,"InVilla Nieruchomości
Biuro nieruchomości",6 pokoi,285 m²,19 263 zł/m²
"Segment skrajny 6 pokoi ,156m Zielona Białołęka",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/segment-skrajny-6-pokoi-156m-zielona-bialoleka-ID4fMRx,1 549 000 zł,"Grodzisk, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im41NWF4bjlvd2xidC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.EpOrPMHAkhXBmjcB8f480q5-h9e9deON7gcNPUPqEV8/image;s=655x491;q=80,"STARK Design
Biuro nieruchomości",6 pokoi,156 m²,9929 zł/m²
Luksusowe rezydencje | Wilanów |,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/luksusowe-rezydencje-wilanow-ID4qIrl,5 700 000 zł,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImR1enM3Yjlqb3M1aDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Tn1n9BK9rF3aT0d7hSUA5EVBzIGzYHMdIpeucGnrygw/image;s=655x491;q=80,"ALL Estate
Biuro nieruchomości",6 pokoi,256.39 m²,22 232 zł/m²
"Wolnostojący dom z basenem, ściana lasu.",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wolnostojacy-dom-z-basenem-sciana-lasu-ID4wDe6,6 999 999 zł,"Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImQyYjJzNG5oZWpveDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.SNtrQLtoaAjyNpmO3iUC6CnetS0qCTUUNNenCq4kqg4/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",7 pokoi,459.96 m²,15 219 zł/m²
Spectre 3.0- pierwsza lina rezerwatu przyrody,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/spectre-3-0-pierwsza-lina-rezerwatu-przyrody-ID4wDea,4 690 000 zł,"Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ink3YzVqeW41OWk4aTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.cJ706vRbk5PQp0FEF8duUFEpfyVc31ZKLoxuQGhuSCo/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",6 pokoi,313.15 m²,14 977 zł/m²
"Spectre 3.0- Ściana lasu, piękna bryła",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/spectre-3-0-sciana-lasu-piekna-bryla-ID4wDec,4 490 000 zł,"Powsinek, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InQ3aTdqdDFubWd4eTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.XTz_yVdNDStfoMnwASzzBVptUn_LYYGpq9gPbhAymLw/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",6 pokoi,298.38 m²,15 048 zł/m²
Nowoczesna willa przy Kampinosie blisko Warszawy.,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesna-willa-przy-kampinosie-blisko-warszawy-ID4r353,3 390 000 zł,"ul. Brukowa 56, Łomianki, Łomianki, warszawski zachodni, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1qZmg4Z3IwM3d3OTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.rPxBjR6xg8KGLcxT-qa19XP5ni_wcRcS9hck3Gy5Als/image;s=655x491;q=80,"ROYAL ESTATES
Biuro nieruchomości",9 pokoi,445.33 m²,7612 zł/m²
Dom 223 m2 i działką 291m2 przy Lesie Kabackim,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-223-m2-i-dzialka-291m2-przy-lesie-kabackim-ID4kNRp,2 500 000 zł,"ul. Żołny, Pyry, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InYyeGM4dmd1NGxuMTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.5lS7nDQaDk8_Nj3qIKGlgZEVvCQmru5jcEylhzYmDMw/image;s=655x491;q=80,"Sainz Development S.A.
Biuro nieruchomości",4 pokoje,223.48 m²,11 187 zł/m²
Wykończony segment skrajny wsród zieleni,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wykonczony-segment-skrajny-wsrod-zieleni-ID4uutr,2 199 000 zł,"Huta, Bielany, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJjMmI0ZWxyaXZneDEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.WXqnhQe5Nc4Ue0fv_wK5O1dKlXQF7HFT8IaGOr-s34c/image;s=655x491;q=80,"Clic Nieruchomości Sp. z o. o.
Biuro nieruchomości",4 pokoje,150 m²,14 660 zł/m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/luksusowy-dom-wolnostojacy-zawady-jacuzzi-ID4wDHL,,,,,N/A,N/A,N/A
