Title,URL,Location,Total Price,Area,Price per m²,Property Type,Rooms,Plot Area,Description,Image
"Dom z loggią, ul. Wodniaków","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25204735.html",Zbytki Warszawa,1 380 000 zł,162 m²,"8 518,52 zł/m²",bliźniak,6,291 m²,"Skrajny segment gotowy do zamieszkania. Budynek z 2007 r. na kameralnym osiedlu z wewnętrznym parkingiem. Parter: otwarta przestrzeń, duży salon, kuchnia, łazienka dla gości miejsce na małą...",https://i.st-nieruchomosci-online.pl/8svn7wc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25678933.html",Sadyba Warszawa,2 850 000 zł,188 m²,"15 159,57 zł/m²",bliźniak,3,451 m²,"Funkcjonalny mały bliźniak z dużym ogrodem i tarasem, idealny dla pary lub rodziny 2+1. Nieruchomość znajduje się w spokojnej okolicy, blisko centrum oraz szkół międzynarodowych. Dom...",https://i.st-nieruchomosci-online.pl/88wpkzc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/20758745.html",Wesoła Warszawa,4 000 000 zł,600 m²,"6 666,67 zł/m²",dom wolnostojący,7,2 008 m²,"Duży dom pod klinikę, restaurację, albo dla indywidualnego klienta. Możliwość również dla dewelopera, wyburzenia nieruchomości i wybudowania wielorodzinnego apartamentowca (jest pozwolenie). Dom...",https://i.st-nieruchomosci-online.pl/8qtn3bc/dom-warszawa.jpg
"Dom z garażem, ul. Jeziorowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25569174.html",Wawer Warszawa,2 474 000 zł,"238,80 m²","10 360,13 zł/m²",bliźniak,5,327 m²,"Na sprzedaż nowoczesny dom w zabudowie bliźniaczej o powierzchni 238 m (użytkowa 202,5m2) , położony w cichej i spokojnej okolicy na warszawskim Wawrze przy ul. Jeziorowej....",https://i.st-nieruchomosci-online.pl/8sczb4c/dom-warszawa.jpg
"Dom z garażem, ul. Gawota","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25677993.html",Ursynów Warszawa,1 650 000 zł,105 m²,"15 714,29 zł/m²",bliźniak,4,206 m²,"Oferujemy przestronny, 4-pokojowy apartament o powierzchni 105 m , usytuowany na zamkniętym, kameralnym osiedlu w jednej z najpiękniejszych dzielnic Warszawy - Ursynów. Mieszkanie...",https://i.st-nieruchomosci-online.pl/8kq9x1c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25637838.html",Wawer Warszawa,1 700 000 zł,395 m²,"4 303,80 zł/m²",bliźniak,5,580 m²,"Szanowni Państwo, przedstawiam do sprzedaży dom w zabudowie bliźniaczej z dużym potencjałem dla osób z wielką wyobraźnią. Dom zlokalizowany w Marysinie Wawerskim pomiędzy ul....",https://i.st-nieruchomosci-online.pl/8kfpwtc/dom-warszawa.jpg
"Dom z garażem, ul. Pastuszków","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25676781.html",Rembertów Warszawa,1 260 000 zł,"118,23 m²","10 657,19 zł/m²",bliźniak,5,380 m²,Oferta Dewelopera. Dom Bliźniak w stanie deweloperskim z Garażem i Ogrodem Gotowy. Działka 416 mkw. Świetna lokalizacja Warszawa Rembertów. Cała infrastruktura miejska w zasięgu...,https://i.st-nieruchomosci-online.pl/8k6z2cc/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25545914.html",Mokotów Warszawa,3 200 000 zł,233 m²,"13 733,91 zł/m²",dom wolnostojący,6,427 m²,Do sprzedaży dom wolnostojący na zagospodarowanej działce o powierzchni 427 mkw. Dom o powierzchni użytkowej 233 m2 z 6 pokojami. Doskonale położony - cicho i spokojnie. Powierzchnia...,https://i.st-nieruchomosci-online.pl/hktdw5c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25526345.html",Zawady Warszawa,3 000 000 zł,"257,76 m²","11 638,73 zł/m²",bliźniak,6,600 m²,"Syta Residence - Kameralne osiedle w zielonym sąsiedztwie. Twój nowy adres, przez który pokochasz Zawady! : Krótko: bliźniak, 257m2, 5 sypialni, nowoczesna bryła, wilanów-Zawady. : atuty? Syta...",https://i.st-nieruchomosci-online.pl/8h4kzpc/dom-warszawa-sprzedaz.jpg
Dom szeregowy,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25678419.html",Targówek Warszawa,2 179 000 zł,"155,70 m²","13 994,86 zł/m²",dom szeregowy,5,406 m²,"Mam zaszczyt zaprezentować Państwu dom jednorodzinny w zabudowie szeregowej (segment), położony na zielonym i spokojnym Zaciszu. Nieruchomość składa się z 5-ciu pokoi o powierzchni...",https://i.st-nieruchomosci-online.pl/8k6m4zc/dom-warszawa.jpg
Dom Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25676202.html",Praga-Południe Warszawa,4 158 000 zł,470 m²,"8 846,81 zł/m²",kamienica,16,400 m²,"Oferuję na sprzedaż! Gotowiec inwestycyjny, budynek mieszkalny obejmujący 16 niezależnych lokali mieszkalnych. Status budynku - mieszkaniowo-usługowy, dopuszczone zakwaterowanie zbiorowe. Położony...",https://s.st-nieruchomosci-online.pl/no/gfx/nno-photo-mini.jpg
"Dom z loggią, ul. Litworowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25609467.html",Grabów Warszawa,1 730 000 zł,205 m²,"8 439,02 zł/m²",dom szeregowy,7,202 m²,Sprzedam bezpośrednio dom jednorodzinny w zabudowie szeregowej. Segment środkowy w rzędzie pięciu budynków. Bardzo dogodna lokalizacja w pobliżu skrzyżowania Południowej Obwodnicy...,https://i.st-nieruchomosci-online.pl/8862vsc/dom-warszawa.jpg
"Dom z garażem, ul. Truskawkowa","https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/24953866.html",Żerań Warszawa,2 500 000 zł,"296,80 m²","9 097,03 zł/m²",dom wolnostojący,7,650 m²,"Mam przyjemność przedstawić elegancki, obszerny i solidnie zbudowany dom. Dom, który może być miłą i bezpieczną przystanią dla wielopokoleniowej rodziny lub miejscem dla osoby, która...",https://i.st-nieruchomosci-online.pl/8sd2s3c/dom-warszawa-sprzedaz.jpg
"Dom, ul. Świerszcza","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25676235.html",Włochy Warszawa,3 100 000 zł,271 m²,"11 439,11 zł/m²",kamienica,10,986 m²,"Na sprzedaż! Niewielka kamienica na warszawskich Wlochach. Wszystkie mieszkania wynajęte w najmie komercyjnym - brak lokatorów komunalnych. 8 lokali mieszkalnych na 3 kondygnacjach, ładna duża...",https://s.st-nieruchomosci-online.pl/no/gfx/nno-photo-mini.jpg
"Dom z garażem, ul. Kuropatwy","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/25665365.html",Pyry Warszawa,1 350 000 zł,175 m²,"7 714,29 zł/m²",dom wolnostojący,5,2 069 m²,"Do sprzedaży dom na działce o powierzchni 2.067 m2. Nieruchomość położona po wschodniej stronie ulicy Puławskiej przy ulicy Kuropatwy, przy granicy z warszawską dzielnicą Ursynów,...",https://i.st-nieruchomosci-online.pl/8kvxnhc/dom-warszawa.jpg
"Dom z garażem, ul. Baletowa","https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/22880438.html",Ursynów Warszawa,9 900 000 zł,804 m²,"12 313,43 zł/m²",dom wolnostojący,10,3 200 m²,Avenue Estate ma przyjemność zaprezentować luksusową rezydencję zlokalizowaną na Ursynowie nieopodal lasu Kabackiego. Lokalizacja Oferowana nieruchomość znajduje się w atrakcyjnej...,https://i.st-nieruchomosci-online.pl/h132sfc/dom-warszawa-sprzedaz.jpg
"Dom wolnostojący, ul. Radiowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/24457385.html",Boernerowo Warszawa,2 588 000 zł,392 m²,"6 602,04 zł/m²",dom wolnostojący,17,730 m²,"Z ogromną przyjemnością prezentuje wyjątkową nieruchomość mieszkalną. To niepowtarzalna okazja na rynku nieruchomości! Parter: przestronna kuchnia, łazienka, trzy pokoje o powierzchni od 10...",https://i.st-nieruchomosci-online.pl/h5sbwkc/dom-warszawa.jpg
Nowy bliźniak ul. Kwiatowa 11H,"https://lazy.nieruchomosci-online.pl/nowy-dom,kwiatowa-lazy/25261738.html?2,dom",Łazy (Warszawa + 7 km),730 000 zł,"96,04 m²",7 601 zł/m²,deweloperski,4,lipiec 2025,"4-pokojowy dom w zabudowie bliźniaczej, zlokalizowany przy ul. Kwiatowej w Łazach (gm. Lesznowola, pow. piaseczyński), ok. 30 minut od ścisłego centrum Warszawy. O inwestycji Kwiatowa...",https://i.st-nieruchomosci-online.pl/8dvmbvc/dom-lazy.jpg
Nowy bliźniak ul. Kwiatowa 11H,"https://lazy.nieruchomosci-online.pl/nowy-dom,kwiatowa-lazy/25261990.html?2,dom",Łazy (Warszawa + 7 km),760 000 zł,"96,04 m²","7 913,37 zł/m²",deweloperski,4,lipiec 2025,"4-pokojowy dom w zabudowie bliźniaczej, zlokalizowany przy ul. Kwiatowej w Łazach (gm. Lesznowola, pow. piaseczyński), ok. 30 minut od ścisłego centrum Warszawy. O inwestycji Kwiatowa...",https://i.st-nieruchomosci-online.pl/8dv1v7c/dom-lazy.jpg
Nowy bliźniak ul. Kwiatowa 11H,"https://lazy.nieruchomosci-online.pl/nowy-dom,kwiatowa-lazy/25261992.html?2,dom",Łazy (Warszawa + 7 km),730 000 zł,"96,04 m²",7 601 zł/m²,deweloperski,4,lipiec 2025,"4-pokojowy dom w zabudowie bliźniaczej, zlokalizowany przy ul. Kwiatowej w Łazach (gm. Lesznowola, pow. piaseczyński), ok. 30 minut od ścisłego centrum Warszawy. O inwestycji Kwiatowa...",https://i.st-nieruchomosci-online.pl/8dvn3tc/dom-lazy.jpg
"Dom z tarasem, ul. Torfowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,przy-lesie/25666926.html",Wesoła Warszawa,1 450 000 zł,230 m²,"6 304,35 zł/m²",dom wolnostojący,6,2 964 m²,"Wyjątkowy dom w otoczeniu natury - idealne miejsce do stworzenia wymarzonej przestrzeni Marzysz o przestrzeni, spokoju i bliskości natury? Ta nieruchomość to idealne miejsce dla Ciebie!...",https://i.st-nieruchomosci-online.pl/8kgywcc/dom-warszawa.jpg
"Dom z garażem, ul. Prozy","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25436682.html",Bielany Warszawa,1 990 000 zł,"151,77 m²","13 276,67 zł/m²",dom szeregowy,4,102 m²,"Oferta dotyczy segmentu skrajnego nr. lok 41a o łącznej powierzchni 151,77 m2 na działce 102m2 Nieruchomość składa się : Piwnica _0 - 46,49m2 w skład której wchodzi : garaż 28,61 m2...",https://i.st-nieruchomosci-online.pl/8wzy8cc/dom-warszawa.jpg
"Dom szeregowy, ul. Ostródzka","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25675252.html",Bródno Warszawa,1 450 000 zł,"135,89 m²","10 670,40 zł/m²",dom szeregowy,5,163 m²,"Ostatni segment na zamkniętym osiedlu domów jednorodzinnych -targówek/bródno, ul. Ostródzka 38ze. Segment środkowy o powierzchni wewnętrznej 135,75 m2 z garażem, ogródkiem oraz tarasem na...",https://i.st-nieruchomosci-online.pl/g66y4mc/dom-warszawa.jpg
"Dom z garażem, ul. Pod Kopcem","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24973821.html",Mokotów Warszawa,2 250 000 zł,212 m²,"10 613,21 zł/m²",dom szeregowy,5,202 m²,"Segment narożny na Dolnym Mokotowie - wokół zieleń, tereny spacerowe, pełna infrastruktura usługowo-handlowa, przystanek autobusowy 100 m, blisko zarówno do Łazienek Królewskich jak i nad...",https://i.st-nieruchomosci-online.pl/8qr74dc/dom-warszawa.jpg
Nowy dom szeregowy ul. Umiastowska,"https://kaputy.nieruchomosci-online.pl/nowy-dom,residence-kaputy-umiastowska/25284355.html?2,dom",Kaputy (Warszawa + 4 km),965 000 zł,"115,58 m²","8 349,20 zł/m²",deweloperski,4,III kwartał 2025,"Przytulny, 4-pokojowy dom w zabudowie szeregowej, składający się salonu z aneksem kuchennym, dwóch łazienek, trzech sypialni, balkonu, tarasu i ogródka, mieszczący się w inwestycji...",https://i.st-nieruchomosci-online.pl/8f5kvrc/2D.png
Nowy dom szeregowy ul. Umiastowska,"https://kaputy.nieruchomosci-online.pl/nowy-dom,residence-kaputy-umiastowska/25284388.html?2,dom",Kaputy (Warszawa + 4 km),1 038 000 zł,"115,58 m²","8 980,79 zł/m²",deweloperski,4,III kwartał 2025,"Przytulny, 4-pokojowy dom w zabudowie szeregowej, składający się salonu z aneksem kuchennym, dwóch łazienek, trzech sypialni, balkonu, tarasu i ogródka, mieszczący się w inwestycji...",https://i.st-nieruchomosci-online.pl/8fr1tgc/dom-z-balkonem.jpg
Nowy dom szeregowy ul. Umiastowska,"https://kaputy.nieruchomosci-online.pl/nowy-dom,residence-kaputy-umiastowska/25284383.html?2,dom",Kaputy (Warszawa + 4 km),959 000 zł,"115,58 m²","8 297,28 zł/m²",deweloperski,4,III kwartał 2025,"Przytulny, 4-pokojowy dom w zabudowie szeregowej, składający się salonu z aneksem kuchennym, dwóch łazienek, trzech sypialni, balkonu, tarasu i ogródka, mieszczący się w inwestycji...",https://i.st-nieruchomosci-online.pl/8fr14bc/dom-kaputy-sprzedaz.jpg
"Dom z garażem, ul. Jaworowska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25146945.html",Mokotów Warszawa,12 500 000 zł,360 m²,31 250 zł/m²,dom wolnostojący,7,863 m²,": krótko: mokotów, pod Skocznią || Dom o powierzchni 360 m , w pobliżu parków Arkadia i Królikarnia || 7 pokoi + 4 łazienki + 2 toalety, kuchnia z jadalnią || Pomieszczenia...",https://i.st-nieruchomosci-online.pl/8pt18cc/dom-warszawa.jpg
Willa z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/23800320.html",Mokotów Warszawa,4 000 000 €,786 m²,"5 089,06 €/m²",rezydencja,30,-,To magiczne miejsce - willa położona w bardzo prestiżowej części Starego Mokotowa. Dzielnica jest wyjątkowa pod względem historycznym. Architektura tej części stolicy została częściowo...,https://i.st-nieruchomosci-online.pl/8wg4vtc/dom-warszawa-sprzedaz.jpg
"Dom bliźniak, ul. Wał Zawadowski","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25413761.html",Wilanów Warszawa,2 190 000 zł,175 m²,"12 514,29 zł/m²",bliźniak,6,638 m²,"Proponujemy Państwu doskonałą inwestycję w Wilanowie przy Wale Zawadowskim. Zaplanowane jest przestronne osiedle domów w zabudowie bliźniaczej, ustawionych względem siebie tak aby każdy...",https://i.st-nieruchomosci-online.pl/8g9k1vc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/24341158.html",Wawer Warszawa,1 800 000 zł,171 m²,"10 526,32 zł/m²",dom wolnostojący,5,600 m²,"Na sprzedaż dom o pow.171 m2 na działce 600 m2. Dom składa się z: parter 91,15m2 -salon z aneksem kuchennym -gabinet -łazienka -garaż Piętro 79,73m2 -3 sypialnie -łazienka -taras Pompa...",https://i.st-nieruchomosci-online.pl/8yx6tpc/dom-warszawa-sprzedaz.jpg
"Dom z garażem, ul. Marysieńki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25643865.html",Wilanów Warszawa,2 700 000 zł,179 m²,"15 083,80 zł/m²",dom szeregowy,5,396 m²,"Przestronny segment z ogromnym potencjałem w prestiżowej okolicy, tuż obok licznych placówek dyplomatycznych oraz międzynarodowych szkół. Idealny dla rodziny szukającej przestrzeni,...",https://i.st-nieruchomosci-online.pl/8kh4m4c/dom-warszawa.jpg
"Dom bliźniak, ul. Ulanowska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/21202476.html",Nadwiśle Warszawa,1 350 000 zł,356 m²,"3 792,13 zł/m²",bliźniak,5,360 m²,"***międzylesie*** na skraju lasu*** Dom w zabudowie bliźniaczej w świetnej lokalizacji, pośród zabudowy jednorodzinnej. Bardzo ładna okolica, dobry dojazd do Centrum. Dom wyposażony...",https://i.st-nieruchomosci-online.pl/hnv9sqc/dom-warszawa.jpg
Nowy dom szeregowy ul. Słoneczna 171,"https://kolonia-lesznowola.nieruchomosci-online.pl/nowy-dom,osiedle-sloneczne-1/25484070.html?2,dom",Kolonia Lesznowola (Warszawa + 4 km),1 361 000 zł,"182,90 m²","7 441,22 zł/m²",deweloperski,8,grudzień 2025,"Segment skrajny o powierzchni 182,9 m składa się z trzech kondygnacji. Na parterze znajduje się przestronna strefa dzienna i dodatkowe 2 pokoje do dowolnej aranżacji, natomiast piętro...",https://i.st-nieruchomosci-online.pl/8gntpbc/osiedle-sloneczne-1.jpg
Nowy dom szeregowy ul. Słoneczna 171,"https://kolonia-lesznowola.nieruchomosci-online.pl/nowy-dom,osiedle-sloneczne-1/25484476.html?2,dom",Kolonia Lesznowola (Warszawa + 4 km),1 059 000 zł,"133,40 m²","7 938,53 zł/m²",deweloperski,5,grudzień 2025,"Segment środkowy o powierzchni 133,4 m składa się z trzech kondygnacji. Na parterze znajduje się przestronna strefa dzienna, natomiast piętro zostało przeznaczone na strefę sypialnianą....",https://i.st-nieruchomosci-online.pl/8gntpbc/osiedle-sloneczne-1.jpg
Nowy dom szeregowy ul. Słoneczna 171,"https://kolonia-lesznowola.nieruchomosci-online.pl/nowy-dom,osiedle-sloneczne-1/25484480.html?2,dom",Kolonia Lesznowola (Warszawa + 4 km),1 059 000 zł,"133,40 m²","7 938,53 zł/m²",deweloperski,5,grudzień 2025,"Segment środkowy o powierzchni 133,4 m składa się z trzech kondygnacji. Na parterze znajduje się przestronna strefa dzienna, natomiast piętro zostało przeznaczone na strefę sypialnianą....",https://i.st-nieruchomosci-online.pl/8gntpbc/osiedle-sloneczne-1.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24227260.html",Służew Warszawa,3 000 000 zł,215 m²,"13 953,49 zł/m²",bliźniak,5,450 m²,Do sprzedaży połowa bliźniaka na Mokotowie Służew. Budynek do remontu Cena nie podlega negocjacji. Oferta wysłana z systemu Galactica Virgo W celu uzyskania dodatkowych informacji...,https://i.st-nieruchomosci-online.pl/h4hqrhc/dom-warszawa.jpg
"Dom z garażem, ul. Przejazd","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24955698.html",Marina Mokotów Warszawa,9 500 000 zł,272 m²,"34 926,47 zł/m²",bliźniak,6,348 m²,"Avenue Estate ma przyjemność zaprezentować: marzysz by zamieszkać w Centrum Warszawy, w Marinie Mokotów? Tutaj wolne domy to rzadkość. Uwaga, trafia się okazja. Dostępny piękny dom na...",https://i.st-nieruchomosci-online.pl/8qdyztc/dom-z-parkingiem.jpg
"Dom, ul. Kalenicka","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25675247.html",Buchnik Warszawa,1 199 000 zł,147 m²,"8 156,46 zł/m²",piętro domu,4,100 m²,"Wyjątkowe 3-pokojowe mieszkanie z poddaszem, ogrodem i tarasem - ul. Kalenicka 12, warszawa Szukasz przestronnego i funkcjonalnego mieszkania w cichej, zielonej okolicy,...",https://i.st-nieruchomosci-online.pl/8k764nc/dom-warszawa.jpg
"Dom, ul. Włodzicka","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25675146.html",Wawer Warszawa,2 300 000 zł,226 m²,"10 176,99 zł/m²",-,5,1 254 m²,"Na sprzedaż przestronny i funkcjonalny dom o powierzchni 226 m , w cenie 2 300 000 pln, co daje cenę 10 454 pln za m . Nieruchomość znajduje się w spokojnej lokalizacji na...",https://i.st-nieruchomosci-online.pl/8k7v4dc/dom-warszawa.jpg
Dom szeregowy Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25675202.html",Wesoła Warszawa,1 998 000 zł,261 m²,"7 655,17 zł/m²",dom szeregowy,6,188 m²,"Z przyjemnością prezentujemy Państwu dom w zabudowie szeregowej o powierzchni 261 m , zlokalizowany w jednej z najlepszych lokalizacji w Wesołej - Starej Miłosnej....",https://i.st-nieruchomosci-online.pl/8k7bmfc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/24994670.html",Las Warszawa,2 849 000 zł,230 m²,"12 386,96 zł/m²",dom wolnostojący,5,750 m²,"Czy szukasz domu, który łączy nowoczesność z komfortem, a jednocześnie otacza Cię spokojem i zielenią? Mamy coś specjalnego dla Ciebie! Na sprzedaż wyjątkowy, wolnostojący dom...",https://i.st-nieruchomosci-online.pl/8q1tbrc/dom-z-garazem.jpg
"Dom bliźniak, ul. Poprawna","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25379956.html",Las Warszawa,1 370 000 zł,142 m²,"9 647,89 zł/m²",bliźniak,5,160 m²,"Zapraszam do zapoznania się z ofertą sprzedaży domów zlokalizowanych na bardzo bliskim Wawrze tuż przy Gocławiu (region Las) Domy od sprawdzonego lokalnego dewelopera z dobrą historią,...",https://i.st-nieruchomosci-online.pl/8fznxwc/dom-z-parkingiem.jpg
